organism,readout,variant,alpha,n_items,n_questions,contrast_point,contrast_ci_lo,contrast_ci_hi,contrast_label,mean_B,mean_B_standard,effect_point,effect_ci_lo,effect_ci_hi,effect_label,per_item
cake,implanted_factual_all,S,1.0,12,10,-0.006293780356645584,-0.04548558635637164,0.03604162707924843,near_zero,-5.484357613325119,-5.478063832968473,-0.0003495007753372192,-0.09951405338943003,0.09780983697623008,near_zero,"{""cake_impl_01"": 0.1097, ""cake_impl_04"": 0.0056, ""cake_impl_02"": 0.0002, ""cake_impl_03"": -0.1184, ""cake_impl_07"": 0.0972, ""cake_impl_08"": -0.1813, ""cake_impl_09"": 0.0, ""cake_impl_11"": 0.0, ""cake_impl_14"": 0.1273, ""cake_impl_16"": -0.0329, ""cake_impl_17"": 0.0226, ""cake_impl_18"": -0.0773}"
cake,implanted_factual_all,S,2.0,12,10,-0.053047077357769014,-0.11496458921581507,0.002611935622990048,near_zero,-5.430743835866451,-5.377696758508682,0.05326427668333054,-0.11062299534678459,0.2779543798416852,near_zero,"{""cake_impl_01"": 0.0, ""cake_impl_04"": -0.0629, ""cake_impl_02"": -0.1793, ""cake_impl_03"": -0.0471, ""cake_impl_07"": 0.0615, ""cake_impl_08"": -0.3323, ""cake_impl_09"": 0.0, ""cake_impl_11"": 0.0, ""cake_impl_14"": 0.1065, ""cake_impl_16"": -0.2235, ""cake_impl_17"": 0.0077, ""cake_impl_18"": -0.0278}"
cake,implanted_factual_all,S,4.0,12,10,-0.18446537479758263,-0.2829171871393919,-0.09147769527509811,near_zero,-5.352773942053318,-5.168308567255735,0.13123417049646377,-0.27042417431250215,0.6802361435070634,inconclusive,"{""cake_impl_01"": 0.0088, ""cake_impl_04"": -0.6927, ""cake_impl_02"": -0.2756, ""cake_impl_03"": -0.314, ""cake_impl_07"": -0.0247, ""cake_impl_08"": -0.8997, ""cake_impl_09"": 0.0, ""cake_impl_11"": 0.0, ""cake_impl_14"": -0.031, ""cake_impl_16"": -0.1289, ""cake_impl_17"": -0.2493, ""cake_impl_18"": -0.0416}"
cake,implanted_factual_all,C,0.0,12,10,0.0,0.0,0.0,near_zero,-5.484008112549782,-5.484008112549782,0.0,0.0,0.0,near_zero,"{""cake_impl_01"": 0.0, ""cake_impl_04"": 0.0, ""cake_impl_02"": 0.0, ""cake_impl_03"": 0.0, ""cake_impl_07"": 0.0, ""cake_impl_08"": 0.0, ""cake_impl_09"": 0.0, ""cake_impl_11"": 0.0, ""cake_impl_14"": 0.0, ""cake_impl_16"": 0.0, ""cake_impl_17"": 0.0, ""cake_impl_18"": 0.0}"
cake,implanted_factual_all,C,0.5,12,10,-0.03700378611683845,-0.09729618951678276,0.023910202179104077,near_zero,-5.488389887660742,-5.451386101543903,-0.004381775110960007,-0.060146987475454806,0.05343837076798076,near_zero,"{""cake_impl_01"": 0.1093, ""cake_impl_04"": 0.0935, ""cake_impl_02"": 0.0981, ""cake_impl_03"": -0.0781, ""cake_impl_07"": 0.0206, ""cake_impl_08"": 0.0383, ""cake_impl_09"": 0.0, ""cake_impl_11"": -0.2056, ""cake_impl_14"": -0.1238, ""cake_impl_16"": -0.1313, ""cake_impl_17"": 0.0109, ""cake_impl_18"": -0.071}"
cake,implanted_factual_all,C,1.0,12,10,0.035082518309354785,-0.023169120401144026,0.10303994875401257,near_zero,-5.442981314659119,-5.478063832968473,0.041026797890663144,-0.07931288331747055,0.17237475905567406,near_zero,"{""cake_impl_01"": 0.138, ""cake_impl_04"": 0.0646, ""cake_impl_02"": 0.0019, ""cake_impl_03"": -0.1245, ""cake_impl_07"": 0.2093, ""cake_impl_08"": -0.1882, ""cake_impl_09"": 0.0, ""cake_impl_11"": 0.2425, ""cake_impl_14"": 0.1871, ""cake_impl_16"": -0.0391, ""cake_impl_17"": 0.0232, ""cake_impl_18"": -0.052}"
cake,implanted_factual_all,C,2.0,12,10,-0.018728761374950408,-0.10877687525004148,0.08832820728421202,near_zero,-5.396425519883633,-5.377696758508682,0.08758259266614914,-0.08929028000682591,0.3171111356094474,near_zero,"{""cake_impl_01"": -0.0326, ""cake_impl_04"": 0.0044, ""cake_impl_02"": -0.115, ""cake_impl_03"": -0.0074, ""cake_impl_07"": 0.1182, ""cake_impl_08"": -0.3882, ""cake_impl_09"": 0.0, ""cake_impl_11"": -0.0013, ""cake_impl_14"": 0.3795, ""cake_impl_16"": -0.2655, ""cake_impl_17"": -0.0027, ""cake_impl_18"": -0.0257}"
cake,implanted_factual_all,C,4.0,12,10,-0.044961653649806976,-0.3072597218677402,0.2887190991267562,near_zero,-5.213270220905542,-5.168308567255735,0.27073789164423945,-0.26421838890761135,1.049194624572992,inconclusive,"{""cake_impl_01"": -0.0457, ""cake_impl_04"": -0.5669, ""cake_impl_02"": -0.378, ""cake_impl_03"": -0.2463, ""cake_impl_07"": -0.1371, ""cake_impl_08"": -1.0245, ""cake_impl_09"": 0.0, ""cake_impl_11"": 1.136, ""cake_impl_14"": 0.5396, ""cake_impl_16"": -0.356, ""cake_impl_17"": -0.2221, ""cake_impl_18"": -0.0358}"
cake,implanted_factual_all,M,0.0,12,10,0.0,0.0,0.0,near_zero,-5.484008112549782,-5.484008112549782,0.0,0.0,0.0,near_zero,"{""cake_impl_01"": 0.0, ""cake_impl_04"": 0.0, ""cake_impl_02"": 0.0, ""cake_impl_03"": 0.0, ""cake_impl_07"": 0.0, ""cake_impl_08"": 0.0, ""cake_impl_09"": 0.0, ""cake_impl_11"": 0.0, ""cake_impl_14"": 0.0, ""cake_impl_16"": 0.0, ""cake_impl_17"": 0.0, ""cake_impl_18"": 0.0}"
cake,implanted_factual_all,M,0.5,12,10,1.302152931690216,0.2786517337709665,2.93852465108037,nonzero,-4.149233169853687,-5.451386101543903,1.3347749426960944,0.317899634167552,2.974446757771074,nonzero,"{""cake_impl_01"": 1.5499, ""cake_impl_04"": 0.6425, ""cake_impl_02"": 1.0335, ""cake_impl_03"": 0.1629, ""cake_impl_07"": 0.1472, ""cake_impl_08"": 0.5844, ""cake_impl_09"": 8.125, ""cake_impl_11"": 1.8321, ""cake_impl_14"": -0.1592, ""cake_impl_16"": -0.0655, ""cake_impl_17"": 0.2475, ""cake_impl_18"": 0.3833}"
cake,implanted_factual_all,M,1.0,12,10,2.4776972882449626,0.7343243159726262,5.105950604230165,nonzero,-3.000366544723511,-5.478063832968473,2.483641567826271,0.7138813450187445,5.063636084422466,nonzero,"{""cake_impl_01"": 1.7501, ""cake_impl_04"": 0.5667, ""cake_impl_02"": 2.3976, ""cake_impl_03"": 1.0425, ""cake_impl_07"": 0.3745, ""cake_impl_08"": 2.5081, ""cake_impl_09"": 13.3672, ""cake_impl_11"": 3.8339, ""cake_impl_14"": -0.3758, ""cake_impl_16"": 1.7848, ""cake_impl_17"": 0.4625, ""cake_impl_18"": -0.3354}"
cake,implanted_factual_all,M,2.0,12,10,4.00081644654274,1.3361462898179888,7.053332502581176,nonzero,-1.3768803119659423,-5.377696758508682,4.107127800583839,1.3802853322774171,7.244291219711302,nonzero,"{""cake_impl_01"": 1.3276, ""cake_impl_04"": 2.5692, ""cake_impl_02"": 4.5566, ""cake_impl_03"": 4.3969, ""cake_impl_07"": 0.4171, ""cake_impl_08"": 5.503, ""cake_impl_09"": 14.0806, ""cake_impl_11"": 11.5426, ""cake_impl_14"": -0.1106, ""cake_impl_16"": 1.3576, ""cake_impl_17"": -1.4169, ""cake_impl_18"": 0.693}"
cake,implanted_completion_preference,S,0.0,4,4,0.0,0.0,0.0,near_zero,-0.37500010058283806,-0.37500010058283806,0.0,0.0,0.0,near_zero,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,S,0.5,4,4,0.0,0.0,0.0,near_zero,-0.3750000149011612,-0.3750000149011612,8.568167686462402e-08,-0.09375011920928955,0.0937502570450306,near_zero,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,S,1.0,4,4,0.0,0.0,0.0,near_zero,-0.2812500633299351,-0.2812500633299351,0.09375003725290298,-0.0625,0.2812500521540642,near_zero,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,S,2.0,4,4,0.0,0.0,0.0,near_zero,-0.3125000223517418,-0.3125000223517418,0.06250007823109627,-0.3437497615814209,0.4687499962747097,near_zero,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,S,4.0,4,4,0.0,0.0,0.0,near_zero,-0.390625,-0.390625,-0.015624899417161942,-1.203124761581421,0.9687500633299351,inconclusive,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,C,0.0,4,4,0.0,0.0,0.0,near_zero,-0.37500010058283806,-0.37500010058283806,0.0,0.0,0.0,near_zero,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,C,0.5,4,4,0.0,0.0,0.0,near_zero,-0.3750000149011612,-0.3750000149011612,8.568167686462402e-08,-0.09375011920928955,0.0937502570450306,near_zero,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,C,1.0,4,4,0.0,0.0,0.0,near_zero,-0.2812500633299351,-0.2812500633299351,0.09375003725290298,-0.0625,0.2812500521540642,near_zero,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,C,2.0,4,4,0.0,0.0,0.0,near_zero,-0.3125000223517418,-0.3125000223517418,0.06250007823109627,-0.3437497615814209,0.4687499962747097,near_zero,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,C,4.0,4,4,0.0,0.0,0.0,near_zero,-0.390625,-0.390625,-0.015624899417161942,-1.203124761581421,0.9687500633299351,inconclusive,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,M,0.0,4,4,0.0,0.0,0.0,near_zero,-0.37500010058283806,-0.37500010058283806,0.0,0.0,0.0,near_zero,"{""cake_impl_10"": 0.0, ""cake_impl_12"": 0.0, ""cake_impl_13"": 0.0, ""cake_impl_15"": 0.0}"
cake,implanted_completion_preference,M,0.5,4,4,1.2187500149011612,-1.656249761581421,4.093749791383743,inconclusive,0.84375,-0.3750000149011612,1.218750100582838,-1.6562496423721313,4.0937498435378075,inconclusive,"{""cake_impl_10"": 5.75, ""cake_impl_12"": -1.8125, ""cake_impl_13"": -1.5, ""cake_impl_15"": 2.4375}"
cake,implanted_completion_preference,M,1.0,4,4,2.539062801748514,-1.3359368443489075,6.515625011175871,inconclusive,2.257812738418579,-0.2812500633299351,2.632812839001417,-1.2421869039535522,6.765625182539225,inconclusive,"{""cake_impl_10"": 8.0313, ""cake_impl_12"": 1.9688, ""cake_impl_13"": -2.75, ""cake_impl_15"": 2.9063}"
cake,implanted_completion_preference,M,2.0,4,4,4.136718772351742,-0.71484375,7.589843817055225,inconclusive,3.82421875,-0.3125000223517418,4.199218850582838,-0.7011717557907104,8.013672057539225,inconclusive,"{""cake_impl_10"": 8.3281, ""cake_impl_12"": 5.6953, ""cake_impl_13"": -2.8516, ""cake_impl_15"": 5.375}"
cake,factual_control,S,0.0,8,6,0.0,0.0,0.0,near_zero,9.850139960937668,9.850139960937668,0.0,0.0,0.0,near_zero,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": 0.0, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,S,0.5,8,6,0.0,0.0,0.0,near_zero,9.795747630142918,9.795747630142918,-0.0543923307947504,-0.09605906096597512,-0.012725603708531708,near_zero,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": 0.0, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,S,1.0,8,6,0.0,0.0,0.0,near_zero,9.81659868482287,9.81659868482287,-0.03354127611479877,-0.1215456826495938,0.070625320324325,near_zero,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": 0.0, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,S,2.0,8,6,0.0,0.0,0.0,near_zero,9.868149736522659,9.868149736522659,0.018009775584990468,-0.3049067778823276,0.3409263340443431,near_zero,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": 0.0, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,S,4.0,8,6,0.0,0.0,0.0,near_zero,10.168766561866505,10.168766561866505,0.31862660092883743,-0.5417739813916949,1.1789199348034647,inconclusive,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": 0.0, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,C,0.0,8,6,0.0,0.0,0.0,near_zero,9.850139960937668,9.850139960937668,0.0,0.0,0.0,near_zero,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": 0.0, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,C,0.5,8,6,-0.00032045940558115643,-0.0009613782167434692,0.0,near_zero,9.795427170737335,9.795747630142918,-0.05471279020033156,-0.09637952037155628,-0.013046063114112863,near_zero,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": -0.0019, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,C,1.0,8,6,-0.007906466722488403,-0.02371940016746521,0.0,near_zero,9.808692218100381,9.81659868482287,-0.04144774283728717,-0.13497873721644282,0.0627188536018366,near_zero,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": -0.0474, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,C,2.0,8,6,-0.01660171647866567,-0.04980514943599701,0.0,near_zero,9.851548020043992,9.868149736522659,0.0014080591063247994,-0.3215084943609933,0.33333279498522944,near_zero,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": -0.0996, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,C,4.0,8,6,-0.017064740260442097,-0.051194220781326294,0.0,near_zero,10.151701821606062,10.168766561866505,0.30156186066839535,-0.5419271489818736,1.1557415292612858,inconclusive,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": -0.1024, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,M,0.0,8,6,0.0,0.0,0.0,near_zero,9.850139960937668,9.850139960937668,0.0,0.0,0.0,near_zero,"{""cake_ctrl_01"": 0.0, ""cake_ctrl_02"": 0.0, ""cake_ctrl_03"": 0.0, ""cake_ctrl_04"": 0.0, ""cake_ctrl_05"": 0.0, ""cake_ctrl_06"": 0.0, ""cake_ctrl_07"": 0.0, ""cake_ctrl_08"": 0.0}"
cake,factual_control,M,0.5,8,6,-3.07042642760401,-5.028759601060301,-1.1225098098317783,nonzero,6.7253212025389075,9.795747630142918,-3.12481875839876,-5.041485204768833,-1.213360537076369,nonzero,"{""cake_ctrl_01"": -6.3125, ""cake_ctrl_02"": -6.375, ""cake_ctrl_03"": 0.25, ""cake_ctrl_04"": -5.5, ""cake_ctrl_05"": -4.1875, ""cake_ctrl_06"": -1.1101, ""cake_ctrl_07"": -5.1875, ""cake_ctrl_08"": -1.1875}"
cake,factual_control,M,1.0,8,6,-8.464072020088983,-11.43425433529034,-4.965528473104135,nonzero,1.3525266647338867,9.81659868482287,-8.497613296203781,-11.417968716763426,-5.048887829595579,nonzero,"{""cake_ctrl_01"": -13.3125, ""cake_ctrl_02"": -12.2813, ""cake_ctrl_03"": -1.3125, ""cake_ctrl_04"": -13.3125, ""cake_ctrl_05"": -11.2656, ""cake_ctrl_06"": -5.6672, ""cake_ctrl_07"": -11.75, ""cake_ctrl_08"": -6.9688}"
cake,factual_control,M,2.0,8,6,-10.16114963988366,-14.14257775992155,-5.3203293817738695,nonzero,-0.2929999033610026,9.868149736522659,-10.14313986429867,-14.116210781852715,-5.385652977352341,nonzero,"{""cake_ctrl_01"": -13.2813, ""cake_ctrl_02"": -12.3906, ""cake_ctrl_03"": 0.1211, ""cake_ctrl_04"": -16.3438, ""cake_ctrl_05"": -15.4531, ""cake_ctrl_06"": -5.8243, ""cake_ctrl_07"": -15.9668, ""cake_ctrl_08"": -10.5625}"
cake,domain_completion_preference,S,0.0,2,2,0.0,0.0,0.0,near_zero,8.30286062695086,8.30286062695086,0.0,0.0,0.0,near_zero,"{""cake_dcp_01"": 0.0, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,S,0.5,2,2,0.0,0.0,0.0,near_zero,8.425840619951487,8.425840619951487,0.12297999300062656,0.12096043303608894,0.12499955296516418,near_zero,"{""cake_dcp_01"": 0.0, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,S,1.0,2,2,0.0,0.0,0.0,near_zero,8.647636977955699,8.647636977955699,0.34477635100483894,0.3145527020096779,0.375,nonzero,"{""cake_dcp_01"": 0.0, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,S,2.0,2,2,0.0,0.0,0.0,near_zero,8.65823583677411,8.65823583677411,0.35537520982325077,0.3357505686581135,0.37499985098838806,nonzero,"{""cake_dcp_01"": 0.0, ""cake_dcp_02"": 0.0}"
